NumPitStops,AvgPitLapTime
2,102.7985
2,103.5985
2,104.75999999999999
2,101.20150000000001
2,99.549
3,103.379
2,106.6815
2,100.776
4,104.90424999999999
4,99.396
2,105.041
2,102.648
2,106.95949999999999
3,96.23899999999999
2,105.52850000000001
2,99.2715
2,103.398
2,98.727
4,101.81725
